id,title,originalTitle,slug,year,duration,countryOfOrigin,languages,director_id,cast,editing,tags_en,tags_it,format,image,music,originalVersion,photography,producers,production,screenplay,section,sound,synopsis_it,synopsis_en,tone,version
f04,Amélie,Le Fabuleux Destin d'Amélie Poulain,amelie,2001,122,"it,ps","fr,de",d04,"Audrey Tautou,Mathieu Kassovitz,Rufus",Hervé Schneid,"Comedy,Romance"," Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/amelie.jpg,"Yann Tiersen",true,"Gherardo Gossi, Natasha Braier","Claudie Ossard,Jean-Marc Deschamps","Claudie Ossard Productions","Guillaume Laurant,Jean-Pierre Jeunet",ic,"Hervé Baster","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",color,if
f08,Pan's Labyrinth,El Laberinto del Fauno,pan labyrinth,2006,118,st,"es,en",d08,"Ivana Baquero,Ariadna Gil,Sergi López","Bernat Vilaplana,Jaime Romandía","International Premiere, World Cinema, LGBTQ+ Stories, Environmental Themes, Experimental Film, Retrospective Spotlight, Animated Shorts, Docu-Drama, Audience Award Winner, Midnight Screening, Restored Classics, Indigenous Voices","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+, Tematiche Ambientali, Cinema Sperimentale, Retrospettiva, Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/pans_labyrinth.jpg,"Javier Navarrete",true,"Luca Bigazzi, Greig Fraser, Gordon Willis","Guillermo del Toro,Álvaro Augustin","Númenor Films","Guillermo del Toro",ooc,"José Antonio Bermúdez","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",color,if
f20,Moonlight,Moonlight,moonlight,2016,111,za,"en",d20,"Mahershala Ali,Alex Hibbert,Ashton Sanders",Joi McMillon,"International Premiere, World Cinema, LGBTQ+ Stories","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+",2D,/images/moonlight.jpg,"Nicholas Britell",true,"Luca Bigazzi, Greig Fraser, Gordon Willis","Dede Gardner,Jeremy Kleiner","A24","Barry Jenkins",ooc,"Frank Eulner","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",color,if
f19,Get Out,Get Out,get out,2017,104,"tj,tv,ug","en",d19,"Daniel Kaluuya,Allison Williams,Bradley Whitford",Gregory Plotkin,"International Premiere, World Cinema, LGBTQ+ Stories, Environmental Themes, Experimental Film, Retrospective Spotlight, Animated Shorts, Docu-Drama, Audience Award Winner, Midnight Screening, Restored Classics, Indigenous Voices","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+, Tematiche Ambientali, Cinema Sperimentale, Retrospettiva, Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/get_out.jpg,"Michael Abels",true,"Luca Bigazzi, Greig Fraser, Gordon Willis","Jordan Peele,Sean McKittrick","Blumhouse Productions","Jordan Peele",ic,"Jason Ruder","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",color,if
f12,Casablanca,Casablanca,casablanca,1942,102,"vn","en,fr",d12,"Humphrey Bogart,Ingrid Bergman,Paul Henreid",Owen Marks,"Drama,Romance,War"," Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/casablanca.jpg,"Max Steiner",true,"Daniele Nannuzzi, Marco Onorato, Giuseppe Rotunno","Hal B. Wallis","Warner Bros.","Julius J. Epstein,Philip G. Epstein,Howard Koch",ic,"Byron Kelly","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",black-and-white,omiu
f09,The Grand Budapest Hotel,The Grand Budapest Hotel,hotel budapest,2014,99,wf,"en,de",d09,"Ralph Fiennes,F. Murray Abraham,Tony Revolori",Barney Pilling,"International Premiere, World Cinema, LGBTQ+ Stories","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+",2D,/images/grand_budapest_hotel.jpg,"Alexandre Desplat",true,"Gherardo Gossi, Natasha Braier","Scott Rudin,Graham Broadbent","Fox Searchlight Pictures","Wes Anderson,Roman Coppola",ic,"Adam Stockhausen","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.", color,omeu
f07,12 Angry Men,12 Angry Men,angry men,1957,96,"zw,eh,to,th","en",d07,"Henry Fonda,Lee J. Cobb,Martin Balsam",Carl Lerner,"International Premiere, World Cinema, LGBTQ+ Stories, Environmental Themes, Experimental Film, Retrospective Spotlight, Animated Shorts, Docu-Drama, Audience Award Winner, Midnight Screening, Restored Classics, Indigenous Voices","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+, Tematiche Ambientali, Cinema Sperimentale, Retrospettiva, Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/12_angry_men.jpg,"Kenyon Hopkins",true,"Gherardo Gossi","Henry Fonda,Reginald Rose","Orion-Nova Productions","Reginald Rose",ic,"Warren Smith","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",black-and-white,omeu
f15,Bicycle Thieves,Ladri di Biciclette,ladri biciclette,1948,89,jp,"it",d15,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell",Eraldo Da Roma,"International Premiere, World Cinema, LGBTQ+ Stories, Environmental Themes, Experimental Film, Retrospective Spotlight, Animated Shorts, Docu-Drama, Audience Award Winner, Midnight Screening, Restored Classics, Indigenous Voices","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+, Tematiche Ambientali, Cinema Sperimentale, Retrospettiva, Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/bicycle_thieves.jpg,"Alessandro Cicognini",true,"Gherardo Gossi","Roberto Rossellini","Titanus,Pio Angeletti","Vittorio De Sica,Cesare Zavattini",ooc,"Beniamino Laurentini","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",black-and-white,if
f17,Rashomon,Rashōmon,rashomon,1950,88,sl,"ja",d17,"Toshiro Mifune,Machiko Kyō,Masayuki Mori",Akira Kurosawa,"International Premiere, World Cinema, LGBTQ+ Stories","Prima Internazionale, Cinema Mondiale, Storie LGBTQ+",2D,/images/rashomon.jpg,"Fumio Hayasaka",true,"Gherardo Gossi","Sadao Sugihara","Daiei Film","Akira Kurosawa,Shinobu Hashimoto",ic,"Hisashi Katsuta","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",black-and-white,omiu
f18,City Lights,City Lights,city lights,1931,87,lc,"en",d18,"Charlie Chaplin,Virginia Cherrill,Florence Lee",Charles Chaplin,"Comedy,Drama,Romance"," Cortometraggi Animati, Docu-Drama, Premio del Pubblico, Proiezione di Mezzanotte, Classici Restaurati, Voci Indigene",2D,/images/city_lights.jpg,"Charles Chaplin",true,"Gherardo Gossi, Natasha Braier","Charles Chaplin","United Artists","Charles Chaplin",ooc,"Murray Spivack","L’epico sci-fi di Stanley Kubrick del 1968 inizia con ominidi preistorici che scoprono un misterioso monolito, scatenando un balzo evolutivo. Millenni dopo, sull’astronave Discovery One diretta verso Giove, gli astronauti Dave Bowman e Frank Poole sono assistiti—and minacciati—dal computer di bordo HAL 9000. Quando HAL si guasta, Bowman affronta i pericoli dell’intelligenza artificiale e, giunto a un secondo monolito, intraprende un viaggio mentale oltre il tempo e lo spazio. Le immagini visionarie di Kubrick e i dialoghi essenziali offrono una riflessione contemplativa sull’evoluzione umana, la tecnologia e l’infinito. Gli effetti speciali rivoluzionari e la colonna sonora iconica rafforzano il tema della scoperta cosmica.","In the peaceful Shire, young hobbit Frodo Baggins (Elijah Wood) inherits a seemingly innocuous golden ring from his uncle Bilbo. Gandalf the Grey (Ian McKellen) discovers that it is the One Ring, forged by the Dark Lord Sauron to enslave Middle-earth. To prevent Sauron’s tyranny, Frodo must journey to Mount Doom and destroy the Ring in the very fires of its creation. Joined by loyal friends Samwise Gamgee (Sean Astin), Merry (Dominic Monaghan) and Pippin (Billy Boyd), he travels to the elven refuge of Rivendell. There, a nine-member Fellowship is formed—Aragorn (Viggo Mortensen), Legolas (Orlando Bloom), Gimli (John Rhys-Davies), Boromir (Sean Bean) and Gandalf—sworn to protect Frodo and guide him through perilous lands. From the treacherous Mines of Moria to the enchanted forests of Lothlórien, the Fellowship faces Orc hordes, ancient evils, and internal doubt. As they reach the Falls of Rauros, Boromir’s faltering will fractures the group, setting Frodo and Sam on a lonely path. Peter Jackson’s epic adaptation of J.R.R. Tolkien’s beloved novel blends sweeping landscapes, thrilling battle sequences, and the quiet courage of a hobbit tasked with the fate of the world.",black-and-white,omeu
